Feature ID	Taxon	Confidence
056d1a8b8582b0b38ff8235d766d7bda	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__MSBL9;D_4__SG8-4;D_5__Phycisphaerales bacterium Planc_01;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.7926428367364935
0577cb80e070768ac2ccba4b8d1d4d1f	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.9869567068571522
05787157f7cbfc4f5e77192c82d8bec0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-003;D_6__metagenome;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9970071439380706
058b962fb7ab76b537ee710e8be5163f	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae;D_5__Rubinisphaera	0.8150341119568435
058e25b30637fd63b2f8b975aea51a27	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9406925955685179
05a86374b502a13fbbb44e6ab1fb1c07	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae;D_5__Desulfosarcina	0.8542014563323306
05b61741f81fa651010cab24f1be5f63	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae	0.8369737460689278
05bbde4af0797632e5527572ca40d579	D_0__Bacteria	0.9996926364912249
05bcedd62f6071ef8335d97cc5938b8e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Competibacterales;D_4__Competibacteraceae;D_5__Candidatus Competibacter;D_6__uncultured Candidatus Competibacter sp.;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.916920220505867
05bd4fbbd8d04ee65bffb0632afcf31c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__uncultured bacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.7590580628290423
05c04680d80a9986e32ebdb16f94a5ac	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0.8304587297167428
05c6ffe5abb0340b3335882dfba83757	D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__PHOS-HE36	0.8888920713711096
05c851ebbd91617e30d49b0e5fc042dd	D_0__Bacteria	0.9997464315800056
05c9b65ba6707880410c7255f6a0004e	Unassigned	0.7750597841279129
05cbb92e196058e8c099d96ff457b26a	D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1	0.958501108314164
05cf7655d6032e401987c67229f0d678	D_0__Bacteria;D_1__Armatimonadetes	0.7023492521153533
